original_sentence,error_sentence,count,label_errors
thứ nhất là luận đề biện chứng của ông chiến tranh là theo cách một hành động vũ lực để ép kẻ thù của chúng ta phải làm theo ý chúng ta muốn ,thứ nhất là luận đề biên chứng của ông chiến tranh là theo cách một hành động vũ lực để ép kẻ thù của chúng ta phải làm theo ý chúng ta muốn ,32,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
thứ hai thường được xem xét như điểm cốt yếu của clausewitz chiến tranh là chỉ sự kế tục của chính trị bằng những phương tiện khác ,thứ hai thường được xem xét như điểm cốt yếu của clasewitz chiến tanh là chỉ sự kế tục của chính trị bằng những phuơng tiện khác ,26,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
năm numberic cơ sở tại bogor trở thành đại học nông nghiệp bogor ipb và khoa giáo dục fkip ở jakarta trở thành ikip jakarta ,năm numberic cơ sở tại bogor trở thành đại hoc nông nghiệp bogor ipb và khoa giáo dục fkip ở jakarta trở thành ikip jakarta ,25,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
chương trình sau đại học nha khoa lâm sàng bắt đầu năm numberic và đã phát triển numberic chuyên ngành nha khoa tiếp theo là chương trình tiến sĩ về khoa học nha khoa năm numberic ,chương trình sau đại học nha khoa lâm sàng bắt đầu năm numberic và đã phát triển numberic chuyên ngành nha khoa tiếp theo là chương trình tiến sỹ về khoa học nha khoa năm numberic ,36,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
ban đầu khoa luật là một khoa giáo dục phổ thông về luật tiếng hà lan rechtsschool ,ban đầu khoa luậy là một khoa giáo dục phổ thông về luật tiếng hà lan rechtsschool ,17,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
khoa này được lập năm numberic bởi giáo sư tiến sĩ slamet iman santoso người đã trở thành trưởng khoa đầu tiên của khoa này ,khoa này được lập năm numberic bởi giáo sư tiến sỹ slamet iman santoso người đã trở thành trưởng khoa đầu tiên của khoa này ,25,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ban đầu đây là một ngành học thuộc khoa y ft là viết tắt của khoa kỹ thuật nằm ở cơ sở depok ,ban đầy đây là một ngành học thuộc khoa y ft là viết tắt của khoa kỹ thuật nằm ở cơ sở depok ,23,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
khoa này được lập năm numberic bởi giáo sư tiến sĩ soemitro djojohadikoesum sau này trở thành trưởng khoa đầu tiên của khoa này ,khoa này được lập năm numberic bởi giáo sư tiến sỹ soemitro djojohadikoesum sau này trở thành trưởng khoa đầu tiên của khoa này ,24,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
phúc lợi xã hội ,phúc lợi xã hôi ,4,"[0, 0, 0, 1]"
khoa này cũng có chương trình đào tạo tiến sĩ khoa học máy tính ,khoa này cũng có chương trình đào tạo tiến sỹ khoa học máy tính ,14,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
hầu như toàn bộ các tổng tuyển cử nghị viện tại new zealand từ năm numberic đến numberic được tổ chức theo hệ thống đa số ghế ,hầu như toàn bộ các tổng tuyển cử nghị viện tại new zealand từ năm numberic đến numberic được tổ chức theo hệ thống đa số chế ,27,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
từ tháng numberic năm numberic đến tháng numberic năm numberic new zealand trở thành quốc gia duy nhất trên thế giới có nữ giới nắm giữ toàn bộ các chức vụ cao nhất nguyên thủ quốc gia toàn quyền thủ tướng chủ tịch nghị viện và chánh án ,từ tháng numberic năm numberic đến tháng numberic năm numberic new zealand trở thành quốc gia duy nhất trên thế giới có nữ giới nắm giữ toàn bộ chức chức vụ cao nhất nguyên thủ quốc gia toàn quyền thủ tướng chủ tịch nghị viện và chánh án ,48,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
năm numberic chính phủ tái tổ chức chính quyền địa phương thành cấu trúc hạ tầng hiện tại với các hội đồng khu vực và cơ quan lãnh thổ ,năm numberic chính phủ tái tổ chức chính quyền địa phương thành cấu trúc hai tầng hiện tại với các hội đồng khu vực và cơ quan lãnh thổ ,29,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
tiếng maori gần đây trải qua một quá trình phục hồi và được tuyên bố là một ngôn ngữ chính thức của new zealand vào năm numberic và được khoảng numberic cư dân nói vào năm numberic ,tiến maori gần đây trải qua một quá trình phục hồi và được tuyên bố là một ngôn ngữ chính thức của new zealand vào năm numberic và được khoảng numberic cư dân nói vào năm numberic ,37,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
có numberic đỉnh cao trên numberic m cao nhất trong số này là aoraki núi cook với độ cao numberic m các núi dốc và vịnh hẹp sâu tại fiordland là dấu tích của thời kỳ băng hà kéo dài tại góc tây nam của đảo ,có numberic đỉnh cao trên numberic m cao nhất trong số này là aoraki núi cook với độ cao numberic m các núi dốc và vịnh hẹp sâu tại fiordland là dấu tích của thời kỳ bằng hà kéo dài tại góc tây nam của đảo ,47,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
new zealand là một bộ phận của zealandia một vi lục địa có kích thước gần bằng một nửa úc và dần bị chìm sau khi tách khỏi siêu lục địa gondwana ,new zealand là một bộ phận của zealandia một vi lục địa có kích thướng gần bằng một nửa úc và dần bị chìm sau khi tách khỏi siêu lục địa gondwana ,32,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mùa tuyết rơi nhìn chung là từ đầu tháng numberic đến đầu tháng numberic song các đợt rét đột ngột có thể xuất hiện ngoài mùa này ,mùa tuyết rơi nhìn chung là từ đàu tháng numberic đến đầu tháng numberic song các đợt rét đột ngột có thể xuất hiện ngoài mùa này ,27,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
khi con người đến các thay đổi liên quan đến môi trường sống và việc du nhập các loài chuột chồn và các loài động vật có vú khác khiến cho nhiều loài chim bị tuyệt chủng như moa và đại bàng haast ,khi con người đến các thay đổi liên quan đến môi trường sống và viẹc du nhập các loài chuột chồn và các loài động vật có vú khác khiến cho nhiều loài chim bị tuyệt chủng như moa và đại bàng haast ,43,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
tuy vậy các loài thú biển cũng khá phong phú chiếm gần phân nửa các loài cá voi trên thế giới cá voi cá heo và porpoise và một lượng lớn các loài hải cẩu được ghi nhận trong các vùng biển của new zealand ,tuy vậy các loài thú biển cũng khá phong phú chiếm gần phân nủa các loài cá voi trên thế giới cá voi cá heo và porpoise và một lượng lớn các loài hải cẩu được ghi nhận trong các vùng biển của new zealand ,45,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
hệ thống đường sắt chạy dọc chiều dài quốc gia song hầu hết các tuyến này chuyên chở hàng thay vì chở khách ,hệ thống đường sắt chạy dọc chiều dài quốc gia song hầu hết các tuyến nay chuyên chở hàng thay vì chở khách ,23,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
kiến trúc maori trước khi tiếp xúc với người da trắng gồm các nhà hội họa được chạm khắc wharenui những nhà này ban đầu được thiết kế nhằm có thể xây dựng cải biến lại liên tục nhằm đáp ứng các ý tưởng hoặc nhu cầu khác nhau ,kiến trúc maori trước khi tiếp xúc với người da trắng gồm các nhà hội họp được chạm khắc wharenui những nhà này ban đầu được thiết kế nhằm có thể xây dựng cải biến lại liên tục nhằm đáp ứng các ý tưởng hoặc nhu cầu khác nhau ,49,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
sự tham gia của người maori trong các môn thể thao châu âu đặc biệt rõ rệt trong bóng bầu dục và đội tuyển quốc gia trình diễn một hiệu lệnh truyền thống maori mang tên haka trước các trận đấu quốc tế ,sự tham gia của người maori trong các môn thể thao châu âu đặc biệt rõ rệt trong bóng bầu dục và đội tuyển quốc gia trình diễn một hiệu lệnh truyền thống maori mang tên haka trước các trận dấu quốc tế ,43,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
sau khi người châu âu thuộc địa hoá người maori bắt đầu nấu ăn với nồi và lò khiến hāngi được sử dụng ít thường xuyên hơn song nó vẫn được sử dụng trong các dịp nghỉ lễ như tangihanga ,sau khi người châu âu thuộc địa hoá người maori bắt đầu nấu ăn với nồi và lò khiến hāngi được sử dụng ít thường xuyên hơn song nó vẫn được sử dụng trong các dịp nghi lễ như tangihanga ,40,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
thiago emiliano da silva sinh ngày numberic tháng numberic năm numberic thường được biết đến với tên gọi là thiago silva là một cầu thủ bóng đá người brazil hiện đang thi đấu ở vị trí trung vệ cho câu lạc bộ paris specialw tại ligue numberic ,thiago emiliano da silva sinh ngày numberic tháng numberic năm numberic thường được biết đến với tên gọi là thiago silva là một cầu thủ bóng đá người brazil hiện đang thi đấu ở vi trí trung vệ cho câu lạc bộ paris specialw tại ligue numberic ,46,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ở mùa giải tiếp theo anh là nhân tố quan trọng giúp fluminense giành copa libertadores sau khi họ hạ ldu quito trên loạt penalty ,ở mùa giải tiếp theo anh là nhân tố quan trọng giúp fluminense giành copa libertadores sau khi họ hạ ldu quito trên loạt penalti ,25,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
và đó cũng là bàn thắng đầu tiên của silva trên đấu trường cấp cao nhất châu âu ,và đó cũng là bàn thắng đầu tiên của silva trên đấu trường cấp cao nhất châu au ,18,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
tại đây anh sẽ được tái ngộ người thầy cũ carlo ancelotti ,tại đây anh sẽ được tái ngộ người thày cũ carlo ancelotti ,12,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
và tôi đã sẵn sàng với những thử thách mới cùng psg ,và tôi đẫ sẵn sàng với những thử thách mới cùng psg ,12,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
anh chơi trận đầu tiên cho đội tuyển quốc gia trong trận đấu giao hữu với italy tại emirates vào ngày numberic tháng numberic năm numberic ,anh chơi trận đầu tiên cho dội tuyển quốc gia trong trận đấu giao hữu với italy tại emirates vào ngày numberic tháng numberic năm numberic ,26,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
sơn hải quan là cửa yết hầu duy nhất của vạn lý trường thành tiếp giáp biển nếu ngô tam quế quyết tâm chống giữ thành trì còn lâu người mãn thanh mới xâm nhập trung nguyên ,sơn hải quan là cửa yếu hầu duy nhất của vạn lý trường thành tiếp giáp biển nếu ngô tam quế quyết tâm chống giữ thành trì còn lâu người mãn thanh mới xâm nhập trung nguyên ,37,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
 trong lộc đỉnh ký lý tự thành lên chùa đi tu nhưng vẫn muốn báo thù ngô tam quế và khôn nguôi nhớ đến mối tình với trần viên viên , trong lộc đỉnh ký lý tự thành lên chùa đi tu nhưng vẫn muốn báo thù ngô tam quê và khôn nguôi nhớ đến mối tình với trần viên viên ,31,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
tuy nhiên vì có nhiều người di chuyển ra vào từ các vùng ngoại ô lân cận nên dân số của nó lên đến trên numberic triệu người trong suốt tuần làm việc ,tuy nhiên vì có nhiều người di chuyển ra vào từ các vùng ngoại ô lận cận nên dân số của nó lên đến trên numberic triệu người trong suốt tuần làm việc ,33,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ông cho rằng thủ đô quốc gia cần phải là nơi rõ ràng khác biệt không phụ thuộc vào bất cứ tiểu bang nào để dễ trùng tu và giữ an ninh cho chính nó ,ông cho rằng thủ đô quốc gia cần phải là nơi rỏ ràng khác biệt không phụ thuộc vào bất cứ tiểu bang nào để dể trùng tu và giữ an ninh cho chính nó ,35,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
tuy nhiên hiến pháp hoa kỳ không nói rõ một vị trí nào đó cho thủ đô mới ,tuy nhiên hiến pháp hoa kỳ không nói rỏ một vị trí nào đó cho thủ đô mới ,18,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ngày numberic tháng numberic năm numberic đạo luật định cư residence act đã cho ra đời một thủ đô mới vĩnh viễn được đặt trên bờ sông potomac ngay tại khu vực mà tổng thống george washington đã chọn lựa ,ngày numberic tháng numberic năm numberic đạo luật dinh cư residence act đã cho ra đời một thủ đô mới vĩnh viễn được đặt trên bờ sông potomac ngay tại khu vực mà tổng thống george washington đã chọn lựa ,40,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
phần lớn các dinh thự chính phủ được nhanh chóng sửa chữa trừ tòa nhà quốc hội ,phần lớn các dinh thự chính phủ được nhanh chóng sửa chửa trừ tòa nhà quốc hội ,17,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
ngày numberic tháng numberic năm numberic quốc hội đồng ý giao trả lại tất cả lãnh thổ của đặc khu nằm ở phía nam sông potomac về thịnh vượng chung virginia ,ngày numberic tháng numberic năm numberic quốc hội đồng ý giao trả lại tất cả lãnh thổ của đặc khu nằm ở phía nam sông potomac về thịnh vương chung virginia ,31,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
lạch tiber một dòng chảy trước kia đi ngang qua khu dạo chơi quốc gia national mall đã hoàn toàn bị san lấp trong thập niên numberic ,lạch tiber một dòng chảy trước kia đi ngang qua khu dạo chơi quốc gia national mall đã hoàn toàn bị sang lấp trong thập niên numberic ,27,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
washington có khí hậu nửa nhiệt đới ẩm ướt phân loại khí hậu köppen cfa đây là khí hậu đặc trưng của khu vực các tiểu bang giữa duyên hải đại tây dương specialw states có bốn mùa rõ rệt ,washington có khí hậu nữa nhiệt đới ẩm ướt phân loại khí hậu köppen cfa đây là khí hậu đặc trưng của khu vực các tiểu bang giữa duyên hải đại tây dương specialw states có bốn mùa rỏ rệt ,40,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
trong khi đó các cơn bão hurricane hay tàn dư của nó đôi khi hoành hành trong khu vực vào cuối hè và đầu thu ,trong khi đó các cơn bảo hurricane hay tàn dư của nó đôi khi hoành hành trong khu vực vào cuối hè và đầu thu ,25,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
bản quy hoạch của l enfant dựa trên mẫu kiểu baroque mà theo đó các đường phố rộng hội tụ lại tại các điểm hình chữ nhật và hình tròn tạo ra nhiều vùng trời trống dành cho phong cảnh ,bảng qui hoạch của l enfant dựa trên mẫu kiểu baroque mà theo đó các đường phố rộng hội tụ lại tại các điểm hình chữ nhật và hình tròn tạo ra nhiều vùng trời trống dành cho phong cảnh ,39,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
vào tháng ba năm numberic tổng thống washington bãi nhiệm l enfant vì ông cứ nhất định theo dõi sát việc điều hành quy hoạch thành phố khiến gây ra xung đột với ba ủy viên do washington bổ nhiệm giám sát xây dựng thủ đô ,vào tháng ba năm numberic tổng thống washington bãi nhiệm l enfant vì ông cứ nhất định theo dỏi sát việc điều hành qui hoạch thành phố khiến gây ra xung đột với ba ủy viên do washington bổ nhiệm giám sát xây dựng thủ đô ,45,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
năm numberic quốc hội thành lập một ủy ban hỗn hợp dưới sự lãnh đạo của thượng nghị sĩ james mcmillan lãnh trách nhiệm làm đẹp thành phần cốt lõi nghi thức của thành phố washington ,năm numberic quốc hội thành lập một ủy ban hỗn hợp dưới sự lãnh đạo của thượng nghị sĩ james mcmillan lãnh trách nhiệm làm đẹp thành phần cốt lỏi nghi thức của thành phố washington ,36,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
ngày nay đường chân trời của thành phố vẫn thấp và vươn dài giữ đúng ước nguyện của thomas jefferson muốn biến washington thành một paris của mỹ có các tòa nhà thấp và tiện lợi bên trên những đường phố sáng sủa và thoáng khí ,ngày nay đường chân trời của thành phố vẫn thấp và vươn dài giữ đúng ước nguyện của thomas jefferson muốn biến washington thành một paris của mỹ có các tòa nhà thấp và tiện lợi bên trên những đường phố sáng sũa và thoáng khí ,46,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
đây là do kết quả của việc giải phóng nô lệ tại nửa phía bắc miền nam hoa kỳ gọi là upland south sau chiến tranh cách mạng mỹ ,đây là do kết quả của việc giải phóng nô lệ tại nữa phía bắc miền nam hoa kỳ gọi là upland south sau chiến tranh cách mạng mỹ ,29,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
trong cùng lúc dân số người da trắng của thành phố từ từ tăng lên một phần vì sự ảnh hưởng của việc di cư của người da đen tại những khu dân cư truyền thống của người da đen tại washington ,trong cùng lúc dân số người da trắng của thành phố từ từ tăng lên một phần vì sự ảnh hưởng của việc dời cư của người da đen tại những khu dân cư truyền thống của người da đen tại washington ,42,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
đây là bằng chứng của sự giảm sút numberic dân số người da đen và sự gia tăng numberic dân số người da trắng kể từ năm numberic ,đây là bằng chứng của sự giảm xúc numberic dân số người da đen và sự gia tăng numberic dân số người da trắng kể từ năm numberic ,28,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
bảo tàng xây dựng quốc gia nằm gần quảng trường công lý judiciary square được quốc hội hoa kỳ bảo trợ có triển lãm các hiện vật tạm thời và các hiện vật được luân chuyển ,bảo tàng xây dựng quốc gia nằm gần quãng trường công lý judiciary square được quốc hội hoa kỳ bảo trợ có triển lãm các hiện vật tạm thời và các hiện vật được luân chuyển ,36,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
những nơi trình diễn nhạc jazz khác có biểu diễn nhạc blues hiện đại như madam s organ blues bar tại adams morgan và blues alley tại georgetown ,những nơi trình diễn nhạc jazz khác có biễu diễn nhạc blues hiện đại như madam s organ blues bar tại adams morgan và blues alley tại georgetown ,27,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
các tụ điểm âm nhạc indie và rock hiện đại như the black cat mèo đen và 9 30 club câu lạc bộ numberic giờ numberic gần đường u mang những hoạt động thân thiết đến với công chúng ,các tựu điểm âm nhạc indie và rock hiện đại như the black cat mèo đen và 9 30 club câu lạc bộ numberic giờ numberic gần đường u mang những hoạt động thân thiết đến với công chúng ,38,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
nhật báo the washington post thành lập năm numberic là nhật báo địa phương có nhiều độc giả nhất và lâu đời nhất tại washington ,nhật báo the washington post thành lập năm numberic là nhật báo địa phương có nhiều đọc giả nhất và lâu đời nhất tại washington ,25,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
tờ này tóm tắt các sự kiện thể thao và giải trí cũng như tờ báo tiếng tây ban nha el tiempo latino ,tờ này tóm tắc các sự kiện thể thao và giải trí cũng như tờ báo tiếng tây ban nha el tiempo latino ,23,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
một nhật báo địa phương khác là tờ the washington times và tờ tuần báo washington city paper cũng có số độc giả đáng kể trong vùng washington ,một nhật báo địa phương khác là tờ the washington times và tờ tuần báo washington city paper cũng có số đọc giả đáng kể trong vùng washington ,28,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
giải chạy marathon của thủy quân lục chiến hoa kỳ và giải marathon quốc gia được tổ chức hằng năm tại washington ,giải chạy marathon của thủy quân lục chiến hoa kỳ và giải marathon quốc gia được tổ chức hàng năm tại washington ,22,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
các thứ thuế địa phương giá trị gia tăng và bất động sản cung ứng khoảng numberic tiền thu nhập để chi cho các dịch vụ và các ban ngành chính quyền thành phố ,các thứ thế địa phương giá trị gia tăng và bất động sản cung ứng khoảng numberic tiền thu nhập để chi cho các dịch vụ và các ban ngành chính quyền thành phố ,34,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
tất cả cơ quan duy trì pháp luật liên bang thấy rõ nhất là cảnh sát công viên hoa kỳ có thẩm quyền tại thành phố và cũng giúp giữ an ninh cho thành phố ,tất cả cơ quan duy trì pháp luật liên bang thấy rỏ nhất là cảnh sát công viên hoa kỳ có thẩm quyền tại thành phố và cũng giúp giữ an ninh cho thành phố ,35,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
thị trưởng anthony a williams thắng cử năm numberic ,thị trưởng anthony a williams thắng cứ năm numberic ,9,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
kể từ khi được bầu làm thị trưởng năm numberic adrian fenty ưu tiên đặt trọng tâm vào việc cải cách giáo dục ,kể từ khi được bầu làm thị trưởng năm numberic adrian fenty ưu tiên đặt trọng tâm vào việc cải tiến giáo dục ,23,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
